"","iliad.txt","odyssey.txt"
"tend",7,2
"tendenc",2,0
"tender",40,0
"tenderest",1,0
"tendon",1,1
"tenedo",3,1
"teneri",1,0
"teneriff",1,0
"tenfold",1,0
"tenor",3,0
"tenour",1,0
"tent",96,1
"tentamus",1,0
"tenth",9,7
"tenthra",1,0
"tenthredon",1,0
"tepid",1,0
"tere",1,0
"tergo",1,0
"term",31,23
"termin",3,0
"terpand",1,0
"terpnoi",1,0
"terra",1,0
"terrestri",2,0
"terribl",10,15
"terrif",3,4
"terrifi",2,0
"territori",2,0
"terror",47,0
"test",2,1
"testament",1,0
"testamentha",1,0
"testifi",2,0
"testimoni",4,0
"tethi",3,0
"teucer",25,0
"teucri",1,0
"teuthra",1,0
"text",7,10
"textur",3,0
"thalia",1,0
"thalpius",1,0
"thamyri",1,0
"thank",6,9
"thankless",2,0
"thatchd",1,0
"thaumacia",1,0
"thaumantia",1,0
"theano",3,0
"theanor",1,0
"theba",1,0
"thebai",2,0
"theban",9,6
"thebe",12,5
"thee",215,4
"theeh",1,0
"theft",1,0
"theme",3,0
"themi",2,1
"themist",1,0
"themparadis",1,0
"thenc",29,17
"thenceforth",1,0
"thendigest",1,0
"thenh",1,0
"thenour",1,0
"theodor",2,0
"theon",1,0
"theophilus",1,0
"theori",21,0
"theorist",1,0
"there",1,0
"therebi",1,0
"therefor",10,130
"thereupon",1,0
"thersilochus",2,0
"thersit",4,1
"thesebehind",1,0
"theseid",1,0
"theseus",2,1
"thespia",1,0
"thessali",4,0
"thessalia",3,0
"thessalian",4,0
"thessalus",1,0
"thestor",1,0
"thestorid",7,0
"theti",70,2
"thi",943,3
"thia",1,0
"thick",61,31
"thickdescend",1,0
"thicken",18,0
"thickend",3,0
"thicker",1,0
"thickest",11,0
"thicket",9,3
"thickflam",1,0
"thicksucceed",1,0
"thief",1,1
"thiev",1,0
"thigh",17,20
"thin",9,2
"thine",63,1
"thing",37,111
"think",48,97
"thinkst",3,0
"thinkthink",1,0
"thinner",1,0
"third",17,17
"thirlwal",3,0
"thirst",31,1
"thirsti",10,0
"thirteen",1,2
"thirteenth",4,1
"thirti",4,1
"thirtieth",2,0
"thisaft",1,0
"thisb",1,0
"thismi",1,0
"thisth",1,0
"thither",11,8
"thnetoisin",1,0
"tho",1,0
"thoa",12,1
"thoinaen",1,0
"thong",6,5
"thoo",2,0
"thoon",4,1
"thou",349,4
"though",132,139
"thought",100,45
"thoughtless",1,1
"thousand",32,4
"thousant",1,0
"thrace",8,1
"thracia",4,0
"thracian",19,0
"thrasim",1,0
"thrasius",1,0
"thrasym",3,0
"thrasymed",2,4
"thread",1,1
"threat",27,4
"threaten",12,4
"threatend",7,0
"three",35,42
"threeandthirtieth",1,0
"threeandtwentieth",1,0
"threefold",1,1
"threshold",1,16
"threw",29,48
"thrice",31,6
"thrift",1,0
"thrill",4,0
"thrilld",1,0
"thrive",1,1
"throat",19,4
"throe",3,0
"throne",52,2
"throng",51,0
"throngd",2,0
"thronus",1,0
"throughout",7,21
"throw",24,32
"thrown",21,11
"thrust",4,4
"thryoessa",1,0
"thryon",1,0
"thucyd",1,0
"thucydid",6,0
"thunder",152,10
"thunderbolt",4,6
"thunderd",6,0
"thundershow",1,0
"thus",621,132
"thuso",1,0
"thusoh",1,0
"thuspatroclus",1,0
"thusthes",1,0
"thwart",1,0
"thyest",1,1
"thymbra",1,0
"thymbraeus",1,0
"thymoet",1,0
"thyself",11,0
"tibullus",1,0
"tide",55,1
"tie",23,2
"tiger",1,0
"till",157,159
"tilld",2,0
"tim",1,0
"timber",4,5
"time",129,151
"timehonour",1,0
"timor",6,0
"tin",6,0
"tinctur",1,0
"ting",2,0
"tingd",1,0
"tinkl",2,0
"tip",1,1
"tippd",1,0
"tire",22,9
"tiresom",1,0
"tis",106,0
"tit",1,0
"titan",5,0
"titanian",2,0
"titaresius",1,0
"tithonus",2,0
"titl",9,1
"tlepolemus",8,0
"tmolus",2,0
"tne",1,0
"today",4,2
"togeth",24,52
"toi",2,1
"toil",95,8
"toild",3,0
"token",2,4
"told",18,117
"toler",3,0
"tomb",26,1
"tombston",1,0
"tomorrow",3,16
"ton",2,0
"tone",4,0
"tong",1,1
"tongu",29,11
"tonight",3,0
"took",41,191
"top",19,42
"topmost",6,2
"topographi",1,1
"toppd",1,0
"toppos",1,0
"tor",1,0
"torch",2,12
"tore",25,7
"torment",1,2
"torn",15,6
"torrent",27,0
"torso",1,0
"tortur",2,3
"toss",10,8
"tossd",18,0
"total",4,0
"totam",1,0
"totter",2,0
"touch",34,12
"touchd",34,0
"touchston",1,0
"tough",7,0
"tounoma",1,0
"tous",2,0
"tow",1,0
"toward",23,59
"tower",88,4
"towerd",2,0
"toweri",5,0
"towerlik",3,0
"town",60,89
"towneley",1,0
"townsman",1,0
"townsmen",1,0
"towr",3,0
"toy",1,1
"trace",19,3
"track",2,4
"tract",4,0
"trade",6,0
"trademark",10,10
"trademarkcopyright",1,1
"tradit",15,1
"traditionari",1,0
"traditionthirlwal",1,0
"tragedi",5,0
"tragedian",1,0
"tragic",1,0
"tragl",1,0
"trail",4,0
"traild",4,0
"train",158,1
"traind",2,0
"traitor",1,0
"traitorgod",1,0
"trajan",1,0
"trampl",7,0
"tranc",1,0
"tranquil",1,0
"tranquill",1,0
"transact",1,0
"transcend",6,0
"transcrib",2,1
"transcript",2,1
"transfer",4,0
"transfix",3,0
"transfixd",7,0
"transform",1,0
"transfus",2,0
"transgress",2,1
"transient",1,0
"transit",2,0
"translat",47,34
"transmiss",1,0
"transmit",1,0
"transpar",1,0
"transpierc",7,0
"transport",19,1
"trap",3,5
"travel",8,23
"travelld",1,0
"travers",2,2
"treacher",4,0
"tread",10,1
"treadst",1,0
"treasur",28,15
"treasurechamb",1,0
"treasuri",1,0
"treat",9,27
"treati",2,0
"treatis",4,0
"treatment",4,3
"trechin",1,0
"trechus",1,0
"tree",21,29
"tremanti",1,0
"trembl",163,4
"tremend",11,2
"trench",30,6
"trenchant",1,0
"trenchd",1,0
"trephein",1,0
"tress",4,0
"tri",62,71
"trial",4,11
"tribe",7,0
"tribun",3,0
"tribut",5,0
"tributari",2,0
"tricca",1,0
"trick",2,6
"trickd",1,0
"trickl",5,0
"trident",4,2
"trifl",2,0
"tripl",4,0
"tripod",13,8
"tripodvas",2,0
"tristram",1,0
"tritonia",1,0
"triumph",39,1
"triumphant",23,0
"triumphd",2,0
"trivial",1,0
"troa",4,0
"troad",1,1
"trod",11,0
"troezen",1,0
"troezenian",1,0
"troilus",2,0
"trojan",346,22
"tronchi",1,0
"troop",108,2
"troopsth",1,0
"trop",1,0
"trophi",14,0
"tros",6,0
"troubl",8,51
"troublesom",2,2
"troy",355,70
"troythirlwal",1,0
"truce",12,0
"true",23,34
"truest",1,1
"truli",5,17
"trumpet",5,0
"trunk",6,0
"truss",1,0
"trussd",2,0
"trust",43,9
"trusti",3,0
"trustworthi",2,0
"truth",19,25
"tryphiodorus",8,0
"tug",5,1
"tuggd",5,0
"tumbl",23,2
"tumbler",1,1
"tumour",2,0
"tumult",31,0
"tumultu",12,0
"tune",6,2
"tunic",1,1
"tuphlous",1,0
"tuqu",1,0
"turbul",1,0
"turf",4,0
"turgid",1,0
"turn",116,90
"turnd",43,0
"turndup",1,0
"turningpoint",1,0
"turnus",1,0
"turp",1,0
"turret",10,0
"turtl",2,0
"tusk",4,2
"tuski",1,0
"tutor",1,0
"twaddl",1,0
"twain",3,1
"twang",4,0
"twangd",3,0
"twas",27,0
"twelfth",4,0
"twelv",39,45
"twenti",16,25
"twentieth",2,4
"twentyfirst",1,0
"twentysecond",1,0
"twentyseventh",1,0
"twentytwo",1,1
"twice",17,3
"twilight",2,0
"twin",3,2
"twine",1,0
"twist",4,7
"twixt",4,0
"two",137,143
"twoandthirtieth",1,0
"twoandtwenti",1,0
"twoedg",2,0
"txt",1,1
"tychia",1,0
"tychius",1,0
"tydeus",25,1
"tydid",70,0
"type",3,4
"typhoeus",1,0
"typhon",1,0
"tyrant",26,0
"tyrian",5,0
"tyrinth",1,0
"tyrrhenia",1,0
"tyrtaeus",1,0
"tzetz",1,0
"uber",1,0
"ucalegon",1,0
"ultim",1,1
"ultrarefin",1,0
"ulyss",123,646
"umberd",1,0
"umbrag",1,0
"umneasurd",1,0
"unab",1,0
"unabl",9,7
"unacquaint",1,0
"unact",6,0
"unador",1,0
"unadorn",1,0
"unaffect",1,0
"unaid",5,0
"unalter",1,0
"unanim",2,0
"unappeas",1,0
"unarmd",7,0
"unaskd",1,0
"unassist",5,0
"unattend",3,0
"unavail",13,0
"unaw",1,0
"unbar",2,0
"unbarrd",2,0
"unbath",2,0
"unbecom",1,0
"unbend",2,0
"unbent",1,0
"unbid",2,0
"unbidden",2,0
"unblessd",4,0
"unbodi",1,0
"unborn",3,1
"unbound",14,1
"unbrac",10,0
"unbrok",2,0
"unbroken",1,1
"unbuckl",1,0
"unburi",1,2
"unceas",1,0
"uncertain",6,1
"uncertainti",3,1
"unchang",2,0
"uncheckt",1,0
"uncl",3,4
"unclos",1,0
"uncloud",1,0
"uncomfort",2,0
"uncommon",5,0
"unconfin",1,0
"unconquer",1,0
"unconquerd",14,0
"unconsci",7,2
"uncontrol",1,0
"uncontrolld",7,0
"uncorrupt",3,0
"uncoverd",1,0
"undaunt",10,0
"undecayd",1,0
"undeceiv",1,0
"undefil",1,0
"undergo",2,1
"undergon",1,1
"underground",1,0
"undermin",3,0
"underneath",2,3
"understand",4,35
"understood",4,1
"undertak",11,4
"undertaken",1,0
"undeserv",1,0
"undetermin",2,0
"undisciplin",1,0
"undisfigur",1,0
"undissembl",1,0
"undistinguish",1,0
"undistinguishd",7,0
"undisturb",1,1
"undon",4,3
"undoubt",3,0
"undri",1,0
"undrossi",1,0
"undul",1,0
"uneduc",1,0
"unemploy",1,0
"unenforc",1,1
"unequ",10,0
"unequal",3,0
"unequalld",1,0
"uner",10,1
"unexpect",1,1
"unextinguishd",2,0
"unfad",1,0
"unfail",1,0
"unfaith",3,0
"unfinishd",3,0
"unfit",3,0
"unfold",9,1
"unforeseen",2,0
"unforgiv",1,0
"unfortifi",1,0
"unfortun",4,5
"unfre",1,0
"unfrequ",2,0
"unfruit",1,0
"ungener",4,0
"ungentl",1,0
"ungovernd",1,0
"ungrac",1,0
"ungrat",8,0
"unguard",5,0
"unguent",1,0
"unguid",1,0
"unhappi",49,17
"unhappili",1,0
"unharmd",2,0
"unharnessd",1,0
"unheard",4,0
"unheed",6,0
"unhelpd",1,0
"unhonourd",2,0
"unhurt",1,0
"uniform",3,2
"unimport",2,1
"uninjur",4,0
"uninspir",2,0
"unintellig",1,0
"uninterrd",2,0
"union",6,0
"unison",1,0
"unit",40,10
"unitedmur",1,0
"uniti",12,1
"univers",9,2
"unjust",9,3
"unk",1,0
"unkind",2,0
"unkindl",1,0
"unknow",3,0
"unknown",17,1
"unlaw",1,0
"unlearn",1,0
"unless",8,18
"unlik",3,1
"unlimit",1,0
"unlink",1,1
"unloos",2,3
"unlucki",1,1
"unmaim",1,0
"unman",7,2
"unmangl",1,0
"unmannd",1,0
"unmatch",1,0
"unmatchd",6,0
"unmeasur",7,1
"unmind",4,0
"unmixd",3,0
"unmolest",1,0
"unmov",17,0
"unmovd",3,0
"unnecessari",2,0
"unnerv",3,0
"unnumberd",9,0
"unobserv",4,0
"unpaid",1,0
"unperceiv",2,0
"unperishd",1,0
"unpiti",6,0
"unpopular",1,0
"unpractis",2,0
"unprofit",1,0
"unprotect",1,1
"unpunishd",2,0
"unquestiond",1,0
"unransomd",1,0
"unravel",1,0
"unravishd",1,0
"unreason",1,0
"unredressd",1,0
"unregard",3,0
"unrel",8,0
"unremov",1,0
"unreprov",1,0
"unresignd",1,0
"unresist",9,0
"unresolv",1,0
"unrestraind",1,0
"unreveng",11,0
"unrevengd",1,0
"unreward",1,0
"unripend",1,0
"unrival",2,0
"unrivalld",9,0
"unrolld",1,0
"unruli",2,0
"unsaid",1,0
"unsanguin",1,0
"unseald",1,0
"unseen",15,0
"unsheath",1,0
"unskil",3,1
"unskilld",8,0
"unsleep",1,0
"unsolicit",1,1
"unstaind",2,0
"unstr",1,0
"unsubdu",1,0
"unsuccess",5,0
"unsuit",1,0
"unsulli",3,0
"unsupport",1,1
"unsuspici",1,1
"untaint",1,0
"untaken",1,0
"untam",7,0
"untast",3,0
"untaught",2,0
"unten",1,0
"unterrifi",1,0
"unthink",2,0
"unthought",1,0
"unti",4,0
"untim",12,1
"untir",2,0
"untouchd",11,0
"untrodden",1,0
"untwin",1,0
"unus",2,1
"unusu",5,0
"unutter",4,0
"unwari",6,0
"unwarlik",2,0
"unwashd",1,0
"unweari",7,3
"unwelcom",1,0
"unwept",3,0
"unwieldi",4,1
"unwil",19,0
"unwis",2,0
"unworthi",13,0
"unyok",2,0
"upa",1,0
"upborn",1,0
"upbraid",9,0
"updat",1,2
"upheav",3,0
"upheld",2,0
"uphold",1,2
"uplift",7,0
"upon",121,270
"upper",5,15
"upreard",1,0
"upright",4,4
"upris",1,0
"uproot",3,1
"upros",2,0
"upspring",1,0
"upsprung",1,0
"upstart",1,0
"upward",3,5
"urg",94,11
"urgent",2,1
"uriel",1,0
"urn",17,0
"urtheilsr",1,0
"usag",2,0
"usascii",1,0
"usato",1,0
"use",65,86
"useless",11,1
"user",3,3
"usual",5,12
"usurp",2,2
"util",1,0
"utmost",25,5
"utter",10,5
"uttermost",1,1
"vagrant",2,0
"vain",249,7
"vainest",1,1
"vainh",1,0
"vainlet",1,0
"vainth",2,0
"vale",19,1
"valer",1,0
"valerius",1,0
"valiant",48,13
"valley",6,1
"valour",23,5
"valu",12,6
"valuabl",3,4
"valv",1,0
"van",8,0
"vanilla",3,2
"vanish",2,3
"vanishd",9,0
"vaniti",5,0
"vanquish",6,0
"vanquishd",16,0
"vapour",20,0
"vari",6,0
"variat",2,0
"varieti",7,1
"various",48,2
"variouscolourd",2,0
"vase",14,1
"vassal",3,1
"vast",47,3
"vaster",1,0
"vault",10,1
"vaunt",22,2
"vaunter",1,0
"vaux",1,0
"vece",1,0
"veget",1,0
"vehement",1,0
"veil",29,9
"veild",7,0
"vein",11,2
"velleius",1,0
"vener",21,1
"venet",1,0
"venetian",1,0
"veng",28,0
"vengeanc",64,4
"venomd",1,0
"vent",19,0
"ventur",10,8
"venus",49,15
"ver",2,0
"verbal",3,0
"verdant",7,0
"verdur",1,0
"verg",16,0
"vermilion",1,0
"vernal",1,0
"vers",20,0
"versif",3,0
"version",12,2
"vessel",43,19
"vest",10,1
"vestal",1,0
"vestur",1,0
"vex",3,3
"vexat",1,0
"vexd",3,0
"vezzi",1,0
"vibrat",2,0
"vice",4,0
"vicious",1,0
"vicissitud",1,0
"vico",1,0
"victim",46,7
"victor",70,0
"victori",26,6
"vie",4,1
"view",114,6
"viewd",28,0
"vigil",1,0
"vigor",15,0
"vigour",25,2
"vii",10,2
"viii",8,3
"vile",10,0
"vilest",1,1
"villag",2,0
"vindic",6,0
"vindict",1,0
"vine",10,5
"vineyard",4,6
"vini",1,0
"violat",4,2
"violenc",7,5
"violent",4,0
"violet",2,2
"virg",2,0
"virgil",72,0
"virgilgrot",1,0
"virgin",10,1
"virtu",26,7
"virtuous",4,0
"virul",1,0
"virus",1,1
"vis",1,0
"visag",6,0
"visibl",1,2
"vision",10,5
"visionari",3,0
"visiongrot",1,0
"visit",13,24
"visitor",1,5
"visor",2,0
"vit",4,0
"vital",10,2
"vivid",2,2
"vivida",1,0
"viz",2,0
"vocal",1,0
"vocari",1,0
"voic",104,26
"void",9,1
"vol",53,0
"volubl",1,0
"volum",5,0
"volunt",7,8
"voluntari",2,0
"voraci",2,0
"vortex",1,0
"votari",1,0
"vote",6,0
"vouch",2,0
"vouchsaf",2,13
"vow",40,2
"vowd",9,0
"vowel",1,0
"voyag",3,41
"vue",1,0
"vulcan",51,20
"vulcanian",6,0
"vulgar",21,1
"vultur",17,5
"wade",2,0
"waft",7,0
"wage",17,1
"waggon",3,13
"wail",4,5
"waild",3,0
"wain",7,1
"waist",1,2
"wait",64,49
"waiv",1,0
"wakd",1,0
"wake",27,13
"waken",2,0
"walk",18,7
"wall",208,29
"walld",2,0
"walter",1,0
"wan",1,0
"wand",5,10
"wander",25,20
"wanderd",3,0
"wanderest",1,0
"want",29,114
"wanton",5,3
"war",423,17
"warbl",1,1
"ward",5,1
"wardrob",3,0
"warfar",1,0
"wari",5,0
"warili",1,0
"warlik",28,0
"warm",47,15
"warmd",7,0
"warmer",4,0
"warmth",11,1
"warn",8,10
"warnd",8,0
"warrant",2,1
"warranti",5,5
"warrd",2,0
"warrior",188,4
"warriorchief",1,0
"warriorgod",1,0
"warriorshield",1,0
"warriortrain",1,0
"wash",8,74
"washd",8,0
"wasp",2,0
"wass",1,0
"wast",40,19
"watch",38,16
"watchd",8,0
"watchtow",3,0
"water",43,132
"waterd",2,0
"wateri",40,0
"watri",1,0
"wave",86,43
"waver",6,0
"wavr",1,0
"waxen",1,0
"way",164,196
"wayfar",1,4
"weak",15,4
"weaken",2,1
"weaker",1,0
"weakest",2,0
"weal",3,2
"wealth",22,12
"wealthi",13,3
"weapon",54,1
"wear",10,17
"weari",13,5
"weav",1,4
"web",7,10
"wed",2,16
"wedg",11,1
"weed",1,0
"week",1,1
"weep",38,36
"weigh",10,1
"weighd",1,0
"weight",29,5
"weighti",24,0
"welcker",2,0
"welcom",9,14
"welfar",1,0
"well",89,108
"wellaimd",2,0
"wellappoint",1,0
"wellarmd",1,0
"wellbreathd",2,0
"wellbuilt",2,1
"wellcompact",2,0
"wellcons",1,0
"welldirect",1,0
"welldisput",1,0
"welldissembl",1,0
"wellf",4,0
"wellfought",5,0
"wellfound",1,0
"wellguard",1,0
"wellknown",10,0
"welllabourd",1,0
"wellmatch",1,0
"wellomen",1,0
"wellpleas",1,0
"wellpli",1,0
"wellprov",1,0
"wellrang",1,0
"wellriggd",1,0
"wellskilld",1,0
"wellspent",1,0
"wellstock",1,0
"wellstor",1,0
"wellstrung",1,0
"welltaught",1,0
"welltemp",1,0
"welltemperd",2,0
"welltim",1,0
"wellturnd",1,0
"went",30,301
"wept",6,28
"wert",4,0
"west",3,24
"western",7,0
"westmacott",1,0
"westwind",1,0
"whale",1,0
"what",2,0
"whateer",17,0
"whatev",28,20
"whatsoeer",2,0
"whatsoev",3,3
"wheat",3,5
"wheel",38,6
"wheeld",1,0
"whelm",6,0
"whelmd",6,0
"whelp",1,0
"whenc",24,7
"wheneer",3,0
"whenev",2,7
"whensoev",1,0
"where",1,0
"whereer",8,0
"wherefor",3,2
"wherein",3,5
"whereso",1,0
"whereupon",1,2
"wherev",1,10
"whet",1,0
"whether",22,94
"whilst",4,0
"whip",2,4
"whirl",22,3
"whirld",10,0
"whirlwind",17,4
"whisper",7,0
"whistl",5,4
"white",27,14
"whitearmd",3,0
"whiten",9,1
"whitend",3,0
"whither",10,5
"whizz",2,0
"whizzd",1,0
"whoeer",8,0
"whoever",7,7
"whole",127,77
"wholesal",1,0
"wholesom",7,0
"wholew",1,0
"wholli",10,2
"whose",241,44
"whosoeer",1,0
"wide",92,9
"widedesert",1,0
"wideextend",3,0
"wideopen",2,0
"wider",2,0
"widest",2,2
"widewast",1,0
"widewaterd",1,0
"widow",2,1
"widowd",2,0
"wield",28,0
"wife",32,96
"wil",2,0
"wilberforc",1,0
"wild",38,15
"wile",3,0
"will",188,745
"willd",5,0
"willing",1,0
"willow",1,1
"wilt",4,0
"win",16,8
"wind",93,101
"windpip",1,0
"wine",34,114
"wing",83,4
"wingd",12,0
"winnow",1,3
"winnowd",1,0
"winter",6,3
"wintersnow",2,0
"wintri",7,0
"wipe",5,3
"wiredraw",1,0
"wisdom",34,2
"wise",53,15
"wiser",4,2
"wisest",4,3
"wish",26,50
"wishd",7,0
"wit",25,14
"withdraw",8,2
"withdrawn",2,0
"withdrew",11,0
"wither",7,1
"witherd",5,0
"withheld",2,0
"withhold",6,1
"within",41,46
"without",76,121
"withstand",17,0
"withstood",2,0
"witnessd",2,0
"witti",1,0
"wive",17,12
"woe",107,3
"wolf",13,1
"wolfian",4,0
"wolv",7,5
"woman",13,75
"womankind",2,1
"womanlik",1,0
"womanslav",1,0
"womanwarrior",1,0
"womb",4,0
"women",7,82
"won",28,6
"wonder",45,15
"wondrous",15,2
"wont",12,1
"woo",1,14
"wood",62,30
"wooden",6,4
"woodland",2,2
"woodman",3,0
"woodmen",1,0
"wool",6,6
"woollen",1,6
"woolli",1,0
"word",170,88
"wordi",1,0
"wordsnow",1,0
"wore",7,8
"work",166,164
"workd",1,0
"workman",1,3
"workmanship",2,2
"workmen",1,0
"world",54,43
"worldgrot",1,0
"worm",3,1
"worn",5,10
"wors",7,15
"worship",7,0
"worshippd",2,0
"worst",8,3
"worth",18,6
"worthi",19,1
"worthless",3,0
"wouldbeliterari",1,0
"wouldst",13,0
"wound",220,5
"wove",4,0
"wrack",1,0
"wrangl",1,0
"wrap",8,5
"wrappd",8,0
"wrapt",10,0
"wrath",63,4
"wreak",4,0
"wreath",4,0
"wrenchd",2,0
"wrest",1,0
"wrestl",2,4
"wrestler",1,2
"wretch",65,14
"wretched",1,0
"wring",2,1
"wrinkl",2,2
"wrist",3,3
"writ",2,0
"write",27,6
"writer",23,54
"writershedelin",1,0
"writh",2,1
"written",19,14
"wrong",23,17
"wrongd",2,0
"wrongsor",1,0
"wrote",2,4
"wrought",11,6
"xanthus",25,0
"xenophon",2,0
"xii",4,5
"xiii",3,10
"xiv",3,1
"xix",2,3
"xliii",1,0
"xlix",1,0
"xvi",4,1
"xvii",2,6
"xviii",3,3
"xxi",2,2
"xxii",3,3
"xxiii",3,4
"xxiv",2,6
"xxvi",1,0
"xxx",1,0
"xxxii",1,0
"xxxiii",1,0
"xxxvi",1,0
"xyland",1,0
"yard",2,26
"yawn",1,0
"year",66,65
"yearn",1,3
"yellow",12,3
"yes",2,1
"yesi",1,0
"yet",313,107
"yetsurviv",1,0
"yetuntast",1,0
"yetwarm",1,0
"yew",2,0
"yield",106,12
"yieldlet",1,0
"yoke",20,13
"yon",72,0
"yonder",21,8
"yore",4,0
"young",53,82
"younger",4,9
"youngest",8,4
"yoursth",1,0
"youth",154,7
"zacynthus",1,5
"zeal",4,0
"zeleia",2,0
"zelia",2,0
"zenith",2,0
"zephyr",4,0
"zeus",2,3
"zeuxi",1,0
"zip",2,1
"zone",6,0
"abet",0,1
"aboard",0,1
"abomin",0,3
"aboutenough",0,1
"abrupt",0,1
"abruzzi",0,1
"abund",0,13
"acastus",0,1
"achaean",0,71
"acheron",0,1
"acorn",0,1
"acroneo",0,1
"adrast",0,1
"adrift",0,1
"adz",0,2
"aeaean",0,6
"aeetesfor",0,1
"aegadean",0,2
"aegisbear",0,6
"aegisthus",0,28
"aegisthusand",0,1
"aegyptius",0,2
"aegyptus",0,3
"aeolus",0,11
"aeson",0,1
"aet",0,1
"afield",0,2
"aforetim",0,1
"africa",0,3
"aft",0,3
"aftereven",0,1
"afternoon",0,2
"afterthought",0,2
"afterthoughtad",0,1
"againa",0,1
"againand",0,1
"agem",0,2
"aggriev",0,2
"aglow",0,1
"agoni",0,5
"ahead",0,2
"aidbut",0,1
"ail",0,2
"aimless",0,1
"albergo",0,1
"alcaeus",0,1
"alcandra",0,1
"alcin",0,65
"alcinouss",0,1
"alcinousth",0,1
"alcipp",0,1
"alcmaeon",0,1
"alder",0,1
"aldermen",0,9
"alector",0,1
"alexandrian",0,1
"allfor",0,1
"allwhich",0,1
"aloeus",0,1
"alongsid",0,1
"aloofstil",0,1
"alreadytalk",0,1
"alyba",0,1
"amass",0,1
"amiss",0,4
"amnisus",0,1
"amphialus",0,2
"amphiaraus",0,2
"amphilochus",0,1
"amphimedon",0,6
"amphinomus",0,10
"amphinomuspenelop",0,1
"amphithea",0,1
"amphitrit",0,4
"ampli",0,1
"amythaon",0,1
"anabesineus",0,1
"andrew",0,1
"angrili",0,3
"anon",0,2
"anotherbut",0,1
"anotherdulichium",0,1
"anothereven",0,1
"anterior",0,1
"anticlea",0,1
"anticlus",0,2
"antin",0,58
"antinouss",0,1
"antiop",0,1
"antler",0,1
"anybodi",0,2
"anybodywhich",0,1
"anyhow",0,1
"aorist",0,1
"apac",0,1
"apeira",0,3
"apeiro",0,1
"apheida",0,1
"apiec",0,1
"apollofor",0,1
"apprehend",0,1
"april",0,2
"aptitud",0,1
"arceisius",0,4
"arceisiusbest",0,1
"aregreek",0,1
"aret",0,13
"arethey",0,1
"arethusa",0,1
"aretia",0,2
"argosh",0,1
"argus",0,1
"ariadn",0,1
"armourulyss",0,1
"arnaeus",0,1
"arriveth",0,1
"arrowsth",0,1
"artacia",0,1
"artisan",0,1
"aryba",0,1
"ashwood",0,1
"asinelli",0,3
"askingi",0,1
"aslant",0,1
"aspen",0,1
"asphalion",0,1
"asphodel",0,3
"asteri",0,1
"asteria",0,1
"astound",0,3
"astrid",0,3
"athenaeum",0,1
"athlet",0,6
"atlant",0,1
"atroci",0,1
"auger",0,2
"austrian",0,1
"authoresss",0,1
"autolycuswho",0,1
"autono",0,1
"avalanch",0,1
"awayyou",0,1
"awok",0,3
"babbl",0,2
"babi",0,2
"bachelor",0,3
"backstay",0,1
"bag",0,3
"bandi",0,1
"banquetingcloist",0,1
"bardwhil",0,1
"barleym",0,1
"barrow",0,5
"bartholomew",0,1
"baser",0,1
"basin",0,6
"bask",0,1
"bat",0,2
"bathwoman",0,1
"batten",0,1
"batter",0,2
"battledor",0,1
"battlei",0,1
"battleyou",0,1
"bcthat",0,1
"bead",0,2
"bearingpost",0,17
"bearwhich",0,1
"beautyenrich",0,1
"becalm",0,1
"beckon",0,1
"bedpost",0,1
"bedprop",0,1
"bedroom",0,4
"bedsid",0,1
"bedstead",0,1
"beechmast",0,1
"befallen",0,2
"befor",0,2
"beforehand",0,1
"beggar",0,20
"begotten",0,2
"begrim",0,4
"behav",0,8
"behaviour",0,1
"beif",0,2
"bench",0,12
"bene",0,1
"benedictin",0,1
"bereft",0,2
"beseech",0,5
"besmirch",0,2
"bespatt",0,3
"bestir",0,1
"bestno",0,1
"bethat",0,3
"bethought",0,8
"betterlook",0,1
"bettersso",0,1
"bevi",0,1
"bewhen",0,1
"bewitch",0,1
"biaggini",0,1
"billet",0,1
"bitch",0,1
"bitterest",0,1
"bks",0,3
"blacksmith",0,1
"blank",0,5
"blanket",0,5
"bleach",0,1
"blear",0,2
"blight",0,1
"bloodsh",0,1
"bloomsburi",0,1
"blubber",0,1
"boarhound",0,1
"boatmen",0,1
"boethous",0,1
"bolder",0,1
"bondman",0,1
"bondsman",0,1
"bondsmen",0,3
"bondsmenfor",0,1
"bondwoman",0,1
"bootso",0,1
"bout",0,1
"bowfanci",0,1
"bownor",0,1
"bowshot",0,1
"boxer",0,3
"boyhood",0,2
"bracket",0,10
"brag",0,2
"braggart",0,1
"brambl",0,1
"brawl",0,1
"brazier",0,3
"braziersulyss",0,1
"breadbasket",0,4
"breaker",0,2
"breakfast",0,3
"breeder",0,1
"brew",0,2
"bridegroom",0,1
"brimston",0,2
"brine",0,5
"bringer",0,1
"broadbrow",0,1
"brokenheart",0,2
"bronz",0,26
"bronzeshod",0,4
"brooch",0,3
"brood",0,11
"brotherscom",0,1
"brothersfor",0,1
"brunt",0,1
"brushwood",0,3
"brute",0,1
"bucket",0,2
"budg",0,1
"buffet",0,2
"bulli",0,1
"bungl",0,1
"burnt",0,9
"bush",0,2
"bustl",0,3
"butcher",0,7
"butler",0,9
"byblus",0,1
"bye",0,2
"cabl",0,8
"cadmus",0,1
"cairn",0,2
"cajol",0,2
"calam",0,1
"calf",0,1
"calv",0,2
"calypsoulyss",0,1
"cambridg",0,2
"cape",0,2
"captainor",0,1
"carcass",0,3
